reading_id,station_id,model_name,predicted_label,confidence_score,response_time_ms,timestamp
6827,ST-10,leak_detector,normal,0.904,21.5,2026-09-09 22:07:03.083
6828,ST-01,demand_forecaster,2044,0.739,139.5,2026-09-09 22:07:03.111
6829,ST-03,pressure_drop_predictor,drop,0.79,40.4,2026-09-09 22:07:03.140
6830,ST-06,demand_forecaster,1029,0.802,129.4,2026-09-09 22:07:03.166
6831,ST-09,leak_detector,normal,0.858,43.3,2026-09-09 22:07:03.192
6832,ST-03,demand_forecaster,369,0.528,141.7,2026-09-09 22:07:03.218
6833,ST-06,leak_detector,normal,0.785,42.0,2026-09-09 22:07:03.244
6834,ST-05,pressure_drop_predictor,stable,0.788,48.7,2026-09-09 22:07:03.269
6835,ST-09,leak_detector,normal,0.828,46.7,2026-09-09 22:07:03.295
6836,ST-04,demand_forecaster,4581,0.631,118.3,2026-09-09 22:07:03.321
6837,ST-05,demand_forecaster,1286,0.753,151.9,2026-09-09 22:07:03.347
6838,ST-05,leak_detector,normal,0.985,31.8,2026-09-09 22:07:03.373
6839,ST-10,leak_detector,normal,0.852,29.2,2026-09-09 22:07:03.398
6840,ST-01,leak_detector,normal,0.908,19.7,2026-09-09 22:07:03.424
6841,ST-07,demand_forecaster,1723,0.581,147.5,2026-09-09 22:07:03.451
6842,ST-04,pressure_drop_predictor,stable,0.77,63.9,2026-09-09 22:07:03.477
6843,ST-04,demand_forecaster,4931,0.717,133.6,2026-09-09 22:07:03.503
6844,ST-07,leak_detector,normal,0.923,43.8,2026-09-09 22:07:03.528
6845,ST-01,pressure_drop_predictor,stable,0.978,57.0,2026-09-09 22:07:03.553
6846,ST-07,demand_forecaster,873,0.641,155.8,2026-09-09 22:07:03.580
6847,ST-02,leak_detector,normal,0.78,50.4,2026-09-09 22:07:03.606
6848,ST-05,pressure_drop_predictor,stable,0.955,47.7,2026-09-09 22:07:03.632
6849,ST-06,leak_detector,normal,0.896,45.3,2026-09-09 22:07:03.658
6850,ST-03,leak_detector,normal,0.849,29.2,2026-09-09 22:07:03.684
6851,ST-03,demand_forecaster,2085,0.599,140.3,2026-09-09 22:07:03.710
6852,ST-07,demand_forecaster,1340,0.575,162.5,2026-09-09 22:07:03.737
6853,ST-09,pressure_drop_predictor,drop,0.679,69.8,2026-09-09 22:07:03.763
6854,ST-05,demand_forecaster,2223,0.871,155.2,2026-09-09 22:07:03.789
6855,ST-06,leak_detector,leak,0.882,22.9,2026-09-09 22:07:03.814
6856,ST-08,pressure_drop_predictor,drop,0.683,45.2,2026-09-09 22:07:03.841
6857,ST-01,pressure_drop_predictor,drop,0.77,55.6,2026-09-09 22:07:03.867
6858,ST-04,pressure_drop_predictor,drop,0.711,50.2,2026-09-09 22:07:03.893
6859,ST-04,demand_forecaster,615,0.78,111.7,2026-09-09 22:07:03.918
6860,ST-05,pressure_drop_predictor,drop,0.911,58.3,2026-09-09 22:07:03.944
6861,ST-03,pressure_drop_predictor,drop,0.751,63.7,2026-09-09 22:07:03.969
6862,ST-08,leak_detector,normal,0.859,41.2,2026-09-09 22:07:03.995
6863,ST-01,leak_detector,normal,0.828,48.7,2026-09-09 22:07:04.020
6864,ST-04,pressure_drop_predictor,stable,0.767,64.0,2026-09-09 22:07:04.046
6865,ST-01,pressure_drop_predictor,stable,0.738,40.6,2026-09-09 22:07:04.072
6866,ST-03,pressure_drop_predictor,stable,0.778,71.5,2026-09-09 22:07:04.097
6867,ST-06,pressure_drop_predictor,stable,0.637,39.0,2026-09-09 22:07:04.124
6868,ST-05,leak_detector,normal,0.877,53.5,2026-09-09 22:07:04.150
6869,ST-05,pressure_drop_predictor,drop,0.824,48.8,2026-09-09 22:07:04.176
6870,ST-09,demand_forecaster,1942,0.675,129.5,2026-09-09 22:07:04.202
6871,ST-09,demand_forecaster,4071,0.654,140.4,2026-09-09 22:07:04.228
6872,ST-02,leak_detector,normal,0.769,37.5,2026-09-09 22:07:04.254
6873,ST-09,pressure_drop_predictor,drop,0.599,51.9,2026-09-09 22:07:04.280
6874,ST-07,pressure_drop_predictor,drop,0.791,64.1,2026-09-09 22:07:04.306
6875,ST-06,pressure_drop_predictor,drop,0.811,70.1,2026-09-09 22:07:04.332
6876,ST-02,leak_detector,normal,0.946,38.5,2026-09-09 22:07:04.358
6877,ST-08,pressure_drop_predictor,drop,0.771,72.1,2026-09-09 22:07:04.384
6878,ST-04,demand_forecaster,4553,0.759,161.4,2026-09-09 22:07:04.410
6879,ST-06,demand_forecaster,1941,0.644,156.9,2026-09-09 22:07:04.436
6880,ST-05,leak_detector,normal,0.928,34.7,2026-09-09 22:07:04.462
6881,ST-07,leak_detector,normal,0.891,27.5,2026-09-09 22:07:04.488
6882,ST-09,pressure_drop_predictor,stable,0.763,54.4,2026-09-09 22:07:04.514
6883,ST-02,pressure_drop_predictor,stable,0.875,32.8,2026-09-09 22:07:04.540
6884,ST-07,leak_detector,normal,0.812,31.1,2026-09-09 22:07:04.566
6885,ST-04,leak_detector,normal,0.94,34.1,2026-09-09 22:07:04.592
6886,ST-08,pressure_drop_predictor,stable,0.85,65.2,2026-09-09 22:07:04.618
6887,ST-07,leak_detector,normal,0.92,37.5,2026-09-09 22:07:04.644
6888,ST-01,demand_forecaster,3088,0.588,122.6,2026-09-09 22:07:04.670
6889,ST-10,pressure_drop_predictor,stable,0.761,58.4,2026-09-09 22:07:04.696
6890,ST-05,demand_forecaster,4776,0.637,165.1,2026-09-09 22:07:04.722
6891,ST-03,demand_forecaster,4642,0.744,162.2,2026-09-09 22:07:04.748
6892,ST-02,leak_detector,leak,0.751,33.0,2026-09-09 22:07:04.774
6893,ST-03,leak_detector,normal,0.901,36.8,2026-09-09 22:07:04.800
6894,ST-09,demand_forecaster,371,0.665,163.7,2026-09-09 22:07:04.825
6895,ST-07,demand_forecaster,4423,0.547,139.9,2026-09-09 22:07:04.851
6896,ST-07,demand_forecaster,1955,0.772,164.7,2026-09-09 22:07:04.877
6897,ST-03,demand_forecaster,2332,0.577,152.2,2026-09-09 22:07:04.903
6898,ST-02,pressure_drop_predictor,stable,0.799,56.7,2026-09-09 22:07:04.929
6899,ST-05,pressure_drop_predictor,drop,0.876,50.1,2026-09-09 22:07:04.955
6900,ST-10,leak_detector,normal,0.816,41.6,2026-09-09 22:07:04.981
6901,ST-10,pressure_drop_predictor,stable,0.738,61.1,2026-09-09 22:07:05.007
6902,ST-04,pressure_drop_predictor,stable,0.665,58.8,2026-09-09 22:07:05.033
6903,ST-01,leak_detector,normal,0.986,54.2,2026-09-09 22:07:05.059
6904,ST-02,leak_detector,normal,0.867,28.2,2026-09-09 22:07:05.085
6905,ST-05,demand_forecaster,2520,0.676,153.9,2026-09-09 22:07:05.111
6906,ST-06,demand_forecaster,3242,0.775,147.7,2026-09-09 22:07:05.137
6907,ST-10,demand_forecaster,49,0.625,156.5,2026-09-09 22:07:05.163
6908,ST-07,pressure_drop_predictor,drop,0.657,52.9,2026-09-09 22:07:05.189
6909,ST-04,pressure_drop_predictor,drop,0.746,78.8,2026-09-09 22:07:05.215
6910,ST-03,leak_detector,normal,0.727,34.7,2026-09-09 22:07:05.241
6911,ST-03,demand_forecaster,4692,0.678,160.6,2026-09-09 22:07:05.267
6912,ST-10,demand_forecaster,2630,0.71,139.4,2026-09-09 22:07:05.293
6913,ST-01,pressure_drop_predictor,stable,0.727,48.0,2026-09-09 22:07:05.319
6914,ST-09,demand_forecaster,4406,0.712,178.6,2026-09-09 22:07:05.345
6915,ST-01,leak_detector,normal,0.873,23.0,2026-09-09 22:07:05.371
6916,ST-07,demand_forecaster,3840,0.705,169.6,2026-09-09 22:07:05.396
6918,ST-03,demand_forecaster,2217,0.771,166.5,2026-09-09 22:07:05.448
6919,ST-09,leak_detector,normal,0.908,38.9,2026-09-09 22:07:05.474
6920,ST-04,leak_detector,normal,0.871,21.5,2026-09-09 22:07:05.500
6921,ST-08,demand_forecaster,2018,0.467,157.9,2026-09-09 22:07:05.526
6922,ST-08,demand_forecaster,2318,0.823,137.6,2026-09-09 22:07:05.552
6923,ST-09,demand_forecaster,4280,0.725,122.4,2026-09-09 22:07:05.578
6924,ST-03,leak_detector,normal,0.919,33.3,2026-09-09 22:07:05.604
6925,ST-01,demand_forecaster,1761,0.772,141.3,2026-09-09 22:07:05.630
6926,ST-01,demand_forecaster,4008,0.796,152.0,2026-09-09 22:07:05.656
6927,ST-08,leak_detector,normal,0.823,31.7,2026-09-09 22:07:05.682
6928,ST-10,pressure_drop_predictor,drop,0.826,48.0,2026-09-09 22:07:05.708
6929,ST-06,demand_forecaster,1222,0.485,141.1,2026-09-09 22:07:05.734
6930,ST-03,demand_forecaster,1468,0.727,132.6,2026-09-09 22:07:05.760
6931,ST-08,pressure_drop_predictor,drop,0.821,55.2,2026-09-09 22:07:05.786
6932,ST-10,leak_detector,normal,0.959,40.0,2026-09-09 22:07:05.812
6933,ST-02,leak_detector,normal,0.805,28.0,2026-09-09 22:07:05.837
6934,ST-07,leak_detector,normal,0.794,47.0,2026-09-09 22:07:05.863
6935,ST-04,leak_detector,normal,0.874,46.5,2026-09-09 22:07:05.889
6936,ST-02,pressure_drop_predictor,stable,0.812,53.6,2026-09-09 22:07:05.915
6937,ST-04,demand_forecaster,826,0.911,146.0,2026-09-09 22:07:05.968
6938,ST-02,leak_detector,normal,0.826,29.6,2026-09-09 22:07:05.994
6939,ST-01,demand_forecaster,3037,0.784,153.4,2026-09-09 22:07:06.020
6940,ST-05,leak_detector,normal,0.843,35.8,2026-09-09 22:07:06.046
6941,ST-10,leak_detector,normal,0.698,31.6,2026-09-09 22:07:06.072
6942,ST-07,pressure_drop_predictor,drop,0.73,67.3,2026-09-09 22:07:06.098
6943,ST-07,leak_detector,leak,0.812,37.3,2026-09-09 22:07:06.124
6944,ST-06,demand_forecaster,1214,0.831,154.0,2026-09-09 22:07:06.150
6945,ST-08,demand_forecaster,549,0.668,147.4,2026-09-09 22:07:06.176
6946,ST-10,pressure_drop_predictor,drop,0.807,56.4,2026-09-09 22:07:06.201
6947,ST-08,leak_detector,normal,0.922,41.2,2026-09-09 22:07:06.227
6948,ST-01,pressure_drop_predictor,stable,0.83,47.1,2026-09-09 22:07:06.253
6949,ST-06,pressure_drop_predictor,drop,0.72,78.3,2026-09-09 22:07:06.279
6950,ST-07,leak_detector,normal,0.906,27.8,2026-09-09 22:07:06.314
6951,ST-05,demand_forecaster,2435,0.612,155.6,2026-09-09 22:07:06.347
6952,ST-04,leak_detector,normal,0.879,38.1,2026-09-09 22:07:06.374
6953,ST-04,leak_detector,normal,0.901,36.3,2026-09-09 22:07:06.400
6954,ST-02,demand_forecaster,1205,0.782,176.3,2026-09-09 22:07:06.426
6955,ST-01,leak_detector,normal,0.905,39.0,2026-09-09 22:07:06.452
6956,ST-09,leak_detector,normal,0.766,24.7,2026-09-09 22:07:06.478
6957,ST-07,pressure_drop_predictor,drop,0.839,55.5,2026-09-09 22:07:06.504
6958,ST-02,leak_detector,normal,0.73,24.3,2026-09-09 22:07:06.530
6959,ST-05,demand_forecaster,4772,0.742,137.3,2026-09-09 22:07:06.556
6960,ST-05,pressure_drop_predictor,stable,0.718,56.4,2026-09-09 22:07:06.582
6961,ST-01,pressure_drop_predictor,drop,0.787,57.2,2026-09-09 22:07:06.608
6962,ST-01,leak_detector,normal,0.876,49.2,2026-09-09 22:07:06.634
6963,ST-02,leak_detector,normal,0.996,39.4,2026-09-09 22:07:06.660
6964,ST-04,pressure_drop_predictor,drop,0.798,52.4,2026-09-09 22:07:06.686
6965,ST-05,leak_detector,normal,0.887,34.6,2026-09-09 22:07:06.712
6966,ST-01,demand_forecaster,4452,0.648,138.6,2026-09-09 22:07:06.738
6967,ST-01,demand_forecaster,1389,0.806,139.9,2026-09-09 22:07:06.764
6968,ST-08,demand_forecaster,1408,0.76,149.9,2026-09-09 22:07:06.790
6969,ST-10,demand_forecaster,3147,0.589,148.5,2026-09-09 22:07:06.816
6970,ST-01,demand_forecaster,4041,0.702,169.1,2026-09-09 22:07:06.842
6971,ST-01,demand_forecaster,1012,0.795,177.0,2026-09-09 22:07:06.868
6972,ST-03,demand_forecaster,4032,0.436,140.5,2026-09-09 22:07:06.894
6973,ST-06,demand_forecaster,889,0.649,127.9,2026-09-09 22:07:06.919
6974,ST-02,demand_forecaster,4364,0.932,175.9,2026-09-09 22:07:06.945
6975,ST-07,leak_detector,normal,0.818,43.7,2026-09-09 22:07:06.971
6976,ST-07,leak_detector,normal,0.791,21.5,2026-09-09 22:07:06.996
6977,ST-04,leak_detector,normal,0.798,31.8,2026-09-09 22:07:07.022
6978,ST-09,leak_detector,normal,0.926,38.2,2026-09-09 22:07:07.048
6979,ST-08,demand_forecaster,156,0.81,151.9,2026-09-09 22:07:07.073
6980,ST-05,pressure_drop_predictor,stable,0.823,58.6,2026-09-09 22:07:07.099
6981,ST-06,leak_detector,normal,0.926,30.7,2026-09-09 22:07:07.124
6982,ST-02,pressure_drop_predictor,stable,0.761,62.9,2026-09-09 22:07:07.150
6983,ST-07,demand_forecaster,3559,0.672,164.0,2026-09-09 22:07:07.176
6984,ST-02,leak_detector,normal,0.78,36.5,2026-09-09 22:07:07.201
6985,ST-09,demand_forecaster,718,0.8,149.5,2026-09-09 22:07:07.253
6986,ST-03,pressure_drop_predictor,drop,0.719,68.9,2026-09-09 22:07:07.279
6987,ST-10,demand_forecaster,2745,0.765,135.3,2026-09-09 22:07:07.305
6988,ST-03,demand_forecaster,440,0.605,126.0,2026-09-09 22:07:07.331
6989,ST-07,pressure_drop_predictor,drop,0.86,48.4,2026-09-09 22:07:07.358
6990,ST-08,pressure_drop_predictor,stable,0.636,62.1,2026-09-09 22:07:07.384
6991,ST-09,pressure_drop_predictor,stable,0.728,53.0,2026-09-09 22:07:07.410
6992,ST-03,demand_forecaster,3132,0.634,155.9,2026-09-09 22:07:07.437
6993,ST-06,pressure_drop_predictor,stable,0.88,69.6,2026-09-09 22:07:07.463
6994,ST-02,demand_forecaster,3747,0.684,144.0,2026-09-09 22:07:07.489
6995,ST-05,pressure_drop_predictor,drop,0.845,60.4,2026-09-09 22:07:07.539
6996,ST-05,leak_detector,normal,0.996,17.0,2026-09-09 22:07:07.566
6997,ST-07,pressure_drop_predictor,stable,0.861,54.8,2026-09-09 22:07:07.592
6998,ST-05,pressure_drop_predictor,drop,0.722,73.6,2026-09-09 22:07:07.617
6999,ST-01,leak_detector,normal,0.955,30.4,2026-09-09 22:07:07.643
7000,ST-10,pressure_drop_predictor,drop,0.838,81.0,2026-09-09 22:07:07.668
7001,ST-10,pressure_drop_predictor,stable,0.873,53.7,2026-09-09 22:07:07.694
7002,ST-10,pressure_drop_predictor,drop,0.813,59.5,2026-09-09 22:07:07.720
7003,ST-02,demand_forecaster,3451,0.744,154.3,2026-09-09 22:07:07.746
7004,ST-02,leak_detector,normal,0.842,27.2,2026-09-09 22:07:07.771
7005,ST-07,demand_forecaster,2262,0.574,143.8,2026-09-09 22:07:07.797
7006,ST-04,leak_detector,normal,0.93,40.3,2026-09-09 22:07:07.823
7007,ST-03,demand_forecaster,1819,0.492,170.9,2026-09-09 22:07:07.849
7008,ST-03,demand_forecaster,1404,0.674,127.0,2026-09-09 22:07:07.875
7009,ST-06,pressure_drop_predictor,stable,0.79,45.6,2026-09-09 22:07:07.901
7010,ST-04,demand_forecaster,270,0.61,160.7,2026-09-09 22:07:07.927
7011,ST-03,leak_detector,normal,0.86,29.3,2026-09-09 22:07:07.952
7012,ST-10,demand_forecaster,321,0.731,148.8,2026-09-09 22:07:07.979
7013,ST-07,pressure_drop_predictor,stable,0.639,47.1,2026-09-09 22:07:08.005
7014,ST-08,demand_forecaster,2168,0.668,163.8,2026-09-09 22:07:08.031
7015,ST-02,demand_forecaster,1379,0.626,154.7,2026-09-09 22:07:08.057
7016,ST-09,leak_detector,leak,0.901,36.2,2026-09-09 22:07:08.082
7017,ST-01,leak_detector,normal,0.842,44.6,2026-09-09 22:07:08.108
7018,ST-06,pressure_drop_predictor,drop,0.879,55.0,2026-09-09 22:07:08.133
7019,ST-04,leak_detector,normal,0.998,36.4,2026-09-09 22:07:08.159
7021,ST-03,pressure_drop_predictor,stable,0.788,50.3,2026-09-09 22:07:08.211
7022,ST-10,pressure_drop_predictor,drop,0.793,57.6,2026-09-09 22:07:08.238
7023,ST-10,demand_forecaster,2343,0.879,164.6,2026-09-09 22:07:08.264
7024,ST-01,demand_forecaster,4699,0.564,175.8,2026-09-09 22:07:08.315
7025,ST-08,pressure_drop_predictor,stable,0.766,53.8,2026-09-09 22:07:08.341
7026,ST-08,pressure_drop_predictor,drop,0.976,60.4,2026-09-09 22:07:08.366
7027,ST-01,leak_detector,normal,0.936,39.2,2026-09-09 22:07:08.392
7028,ST-08,pressure_drop_predictor,drop,0.675,44.1,2026-09-09 22:07:08.418
7029,ST-02,demand_forecaster,4287,0.728,137.0,2026-09-09 22:07:08.443
7030,ST-06,leak_detector,normal,0.703,39.9,2026-09-09 22:07:08.468
7031,ST-09,demand_forecaster,94,0.686,171.3,2026-09-09 22:07:08.495
7032,ST-06,leak_detector,normal,0.877,29.1,2026-09-09 22:07:08.521
7033,ST-06,leak_detector,normal,0.842,40.8,2026-09-09 22:07:08.547
7034,ST-04,leak_detector,normal,0.84,41.8,2026-09-09 22:07:08.573
7035,ST-04,leak_detector,normal,0.961,31.5,2026-09-09 22:07:08.598
7036,ST-05,pressure_drop_predictor,drop,1,56.8,2026-09-09 22:07:08.624
7037,ST-10,leak_detector,normal,0.825,33.5,2026-09-09 22:07:08.650
7038,ST-04,leak_detector,normal,0.891,38.8,2026-09-09 22:07:08.676
7039,ST-01,demand_forecaster,519,0.739,168.5,2026-09-09 22:07:08.701
7040,ST-05,leak_detector,normal,0.892,32.7,2026-09-09 22:07:08.727
7041,ST-09,leak_detector,normal,0.893,46.0,2026-09-09 22:07:08.753
7042,ST-09,leak_detector,normal,0.912,40.6,2026-09-09 22:07:08.779
7043,ST-10,demand_forecaster,1747,0.815,142.5,2026-09-09 22:07:08.804
7044,ST-10,demand_forecaster,340,0.827,168.3,2026-09-09 22:07:08.831
7045,ST-03,leak_detector,normal,0.765,38.3,2026-09-09 22:07:08.856
7046,ST-10,pressure_drop_predictor,stable,0.868,73.3,2026-09-09 22:07:08.882
7047,ST-06,demand_forecaster,3444,0.845,134.8,2026-09-09 22:07:08.909
7048,ST-08,leak_detector,normal,1,41.9,2026-09-09 22:07:08.934
7049,ST-02,demand_forecaster,2542,0.57,183.5,2026-09-09 22:07:08.959
7050,ST-08,leak_detector,normal,0.906,26.2,2026-09-09 22:07:08.985
7051,ST-09,demand_forecaster,124,0.89,187.8,2026-09-09 22:07:09.011
7052,ST-02,demand_forecaster,2099,0.689,150.0,2026-09-09 22:07:09.037
7053,ST-09,pressure_drop_predictor,drop,0.833,55.1,2026-09-09 22:07:09.062
7054,ST-07,leak_detector,normal,0.902,41.3,2026-09-09 22:07:09.089
7055,ST-01,pressure_drop_predictor,drop,0.661,46.1,2026-09-09 22:07:09.115
7056,ST-09,leak_detector,normal,0.971,30.7,2026-09-09 22:07:09.140
7057,ST-04,demand_forecaster,888,0.7,163.4,2026-09-09 22:07:09.166
7058,ST-05,demand_forecaster,1138,0.707,198.6,2026-09-09 22:07:09.192
7059,ST-10,demand_forecaster,4685,0.894,148.3,2026-09-09 22:07:09.218
7060,ST-06,pressure_drop_predictor,stable,0.679,59.8,2026-09-09 22:07:09.244
7061,ST-03,demand_forecaster,992,0.525,153.2,2026-09-09 22:07:09.269
7062,ST-07,demand_forecaster,2498,0.816,173.7,2026-09-09 22:07:09.295
7063,ST-02,demand_forecaster,721,0.62,149.1,2026-09-09 22:07:09.321
7064,ST-01,demand_forecaster,1698,0.75,157.7,2026-09-09 22:07:09.347
7065,ST-10,pressure_drop_predictor,drop,0.784,64.9,2026-09-09 22:07:09.373
7066,ST-02,demand_forecaster,3462,0.609,174.8,2026-09-09 22:07:09.399
7067,ST-05,demand_forecaster,2386,0.806,143.5,2026-09-09 22:07:09.425
7068,ST-01,pressure_drop_predictor,stable,0.709,56.9,2026-09-09 22:07:09.451
7069,ST-10,leak_detector,leak,0.805,33.4,2026-09-09 22:07:09.477
7070,ST-09,pressure_drop_predictor,stable,0.929,49.8,2026-09-09 22:07:09.503
7071,ST-08,demand_forecaster,739,0.749,141.1,2026-09-09 22:07:09.528
7072,ST-07,pressure_drop_predictor,stable,0.732,41.3,2026-09-09 22:07:09.554
7073,ST-10,demand_forecaster,11,0.809,162.2,2026-09-09 22:07:09.580
7074,ST-06,leak_detector,normal,0.996,34.0,2026-09-09 22:07:09.605
7075,ST-05,leak_detector,normal,0.949,28.6,2026-09-09 22:07:09.632
7076,ST-10,pressure_drop_predictor,stable,0.788,39.4,2026-09-09 22:07:09.658
7077,ST-06,pressure_drop_predictor,drop,0.814,57.8,2026-09-09 22:07:09.684
7078,ST-02,pressure_drop_predictor,drop,0.772,47.2,2026-09-09 22:07:09.709
7079,ST-02,leak_detector,normal,0.815,39.5,2026-09-09 22:07:09.735
7080,ST-09,pressure_drop_predictor,drop,0.749,40.2,2026-09-09 22:07:09.760
7081,ST-10,leak_detector,normal,0.87,41.0,2026-09-09 22:07:09.786
7082,ST-02,pressure_drop_predictor,stable,0.785,38.9,2026-09-09 22:07:09.811
7083,ST-06,demand_forecaster,782,0.433,155.4,2026-09-09 22:07:09.837
7084,ST-07,demand_forecaster,48,0.833,134.2,2026-09-09 22:07:09.863
7085,ST-09,demand_forecaster,375,0.701,189.7,2026-09-09 22:07:09.889
7086,ST-06,leak_detector,normal,0.995,28.3,2026-09-09 22:07:09.915
7087,ST-07,pressure_drop_predictor,drop,0.575,63.5,2026-09-09 22:07:09.940
7088,ST-05,pressure_drop_predictor,stable,0.928,47.6,2026-09-09 22:07:09.966
7089,ST-07,leak_detector,normal,0.822,31.8,2026-09-09 22:07:09.992
7090,ST-05,leak_detector,normal,0.938,41.8,2026-09-09 22:07:10.018
7091,ST-09,demand_forecaster,2321,0.74,170.5,2026-09-09 22:07:10.043
7092,ST-09,demand_forecaster,998,0.802,182.1,2026-09-09 22:07:10.068
7093,ST-06,pressure_drop_predictor,drop,0.748,60.2,2026-09-09 22:07:10.095
7094,ST-04,pressure_drop_predictor,drop,0.985,53.8,2026-09-09 22:07:10.120
7095,ST-04,pressure_drop_predictor,drop,0.878,59.5,2026-09-09 22:07:10.146
7096,ST-08,leak_detector,leak,0.971,25.9,2026-09-09 22:07:10.172
7097,ST-03,pressure_drop_predictor,drop,0.748,72.9,2026-09-09 22:07:10.197
7098,ST-06,leak_detector,normal,0.858,30.9,2026-09-09 22:07:10.223
7099,ST-05,leak_detector,normal,0.771,32.1,2026-09-09 22:07:10.248
7100,ST-01,pressure_drop_predictor,stable,0.772,49.4,2026-09-09 22:07:10.273
7101,ST-09,demand_forecaster,3338,0.809,156.8,2026-09-09 22:07:10.308
7102,ST-01,demand_forecaster,2911,0.572,184.4,2026-09-09 22:07:10.335
7103,ST-10,leak_detector,normal,0.783,44.7,2026-09-09 22:07:10.360
7104,ST-02,demand_forecaster,4624,0.546,169.1,2026-09-09 22:07:10.386
7105,ST-06,demand_forecaster,2156,0.886,176.4,2026-09-09 22:07:10.412
7106,ST-05,pressure_drop_predictor,drop,0.722,60.7,2026-09-09 22:07:10.437
7107,ST-05,pressure_drop_predictor,drop,0.751,45.9,2026-09-09 22:07:10.464
7108,ST-01,demand_forecaster,1647,0.784,152.9,2026-09-09 22:07:10.489
7109,ST-08,pressure_drop_predictor,stable,0.728,66.7,2026-09-09 22:07:10.515
7110,ST-04,leak_detector,normal,0.944,31.6,2026-09-09 22:07:10.541
7111,ST-02,demand_forecaster,59,0.735,152.8,2026-09-09 22:07:10.568
7112,ST-06,pressure_drop_predictor,drop,0.825,75.2,2026-09-09 22:07:10.594
7113,ST-09,leak_detector,normal,0.931,30.8,2026-09-09 22:07:10.619
7114,ST-06,demand_forecaster,66,0.823,155.6,2026-09-09 22:07:10.645
7115,ST-03,demand_forecaster,4312,0.78,149.2,2026-09-09 22:07:10.671
7116,ST-08,leak_detector,normal,1,34.0,2026-09-09 22:07:10.697
7117,ST-02,demand_forecaster,3730,0.733,170.8,2026-09-09 22:07:10.723
7118,ST-06,demand_forecaster,400,0.713,176.7,2026-09-09 22:07:10.749
7119,ST-05,leak_detector,normal,0.826,53.7,2026-09-09 22:07:10.775
7120,ST-03,pressure_drop_predictor,drop,0.783,52.1,2026-09-09 22:07:10.801
7121,ST-07,leak_detector,normal,0.833,43.0,2026-09-09 22:07:10.827
7122,ST-03,pressure_drop_predictor,stable,0.806,45.6,2026-09-09 22:07:10.854
7123,ST-10,pressure_drop_predictor,stable,0.771,50.5,2026-09-09 22:07:10.880
7124,ST-04,pressure_drop_predictor,stable,0.843,64.8,2026-09-09 22:07:10.906
7126,ST-07,leak_detector,leak,0.801,46.1,2026-09-09 22:07:10.958
7127,ST-05,demand_forecaster,1487,0.48,138.4,2026-09-09 22:07:10.985
7128,ST-02,pressure_drop_predictor,drop,0.8,67.8,2026-09-09 22:07:11.010
7129,ST-04,demand_forecaster,1005,0.685,157.8,2026-09-09 22:07:11.036
7130,ST-07,demand_forecaster,1935,0.597,187.8,2026-09-09 22:07:11.062
7131,ST-07,pressure_drop_predictor,drop,0.674,59.8,2026-09-09 22:07:11.089
7132,ST-02,leak_detector,normal,0.816,32.6,2026-09-09 22:07:11.115
7133,ST-07,pressure_drop_predictor,stable,0.686,46.6,2026-09-09 22:07:11.141
7134,ST-02,pressure_drop_predictor,drop,0.833,54.9,2026-09-09 22:07:11.167
7135,ST-06,pressure_drop_predictor,drop,0.742,59.2,2026-09-09 22:07:11.193
7136,ST-03,pressure_drop_predictor,drop,0.82,55.3,2026-09-09 22:07:11.219
7137,ST-02,demand_forecaster,3330,0.6,160.5,2026-09-09 22:07:11.244
7138,ST-08,leak_detector,normal,0.84,40.6,2026-09-09 22:07:11.271
7139,ST-04,demand_forecaster,2045,0.816,165.8,2026-09-09 22:07:11.297
7140,ST-04,pressure_drop_predictor,stable,0.778,58.4,2026-09-09 22:07:11.323
7141,ST-10,leak_detector,normal,0.853,29.7,2026-09-09 22:07:11.349
7142,ST-03,demand_forecaster,4670,0.519,157.2,2026-09-09 22:07:11.376
7143,ST-07,demand_forecaster,4700,0.659,154.0,2026-09-09 22:07:11.403
7144,ST-10,demand_forecaster,3983,0.782,174.6,2026-09-09 22:07:11.429
7145,ST-01,pressure_drop_predictor,stable,0.713,49.2,2026-09-09 22:07:11.454
7146,ST-02,pressure_drop_predictor,drop,0.799,61.0,2026-09-09 22:07:11.480
7147,ST-09,leak_detector,normal,0.846,33.8,2026-09-09 22:07:11.506
7148,ST-10,pressure_drop_predictor,stable,0.787,45.2,2026-09-09 22:07:11.532
7149,ST-10,leak_detector,normal,0.853,26.7,2026-09-09 22:07:11.558
7150,ST-03,pressure_drop_predictor,drop,0.861,71.6,2026-09-09 22:07:11.584
7151,ST-03,pressure_drop_predictor,stable,0.787,49.8,2026-09-09 22:07:11.613
7152,ST-09,pressure_drop_predictor,stable,0.68,51.1,2026-09-09 22:07:11.639
7153,ST-10,demand_forecaster,3894,0.646,185.5,2026-09-09 22:07:11.665
7154,ST-07,demand_forecaster,3911,0.686,159.4,2026-09-09 22:07:11.691
7155,ST-08,pressure_drop_predictor,drop,0.688,55.1,2026-09-09 22:07:11.717
7156,ST-09,demand_forecaster,2095,0.654,167.9,2026-09-09 22:07:11.742
7157,ST-08,leak_detector,normal,0.972,27.2,2026-09-09 22:07:11.769
7158,ST-05,pressure_drop_predictor,drop,0.851,61.7,2026-09-09 22:07:11.794
7159,ST-07,demand_forecaster,3023,0.766,165.2,2026-09-09 22:07:11.820
